candidate_id,parent_id,family,stage,cleavage_zero_target_eV,guard_log10_q_low,guard_exponent,cleavage_entropy_zero_kB,cleavage_entropy_active_kB,cleavage_entropy_infinity_kB,emission_entropy_active_kB,emission_entropy_infinity_kB,emission_stratum,cleavage_heat_capacity_base_kB,cleavage_heat_capacity_guard_kB,emission_heat_capacity_base_kB,complexity
P40_TJBS_T_000911,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,8,-20,-20,-10,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000912,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,2,40,20,10,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000913,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,6,-10,-20,-20,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000914,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,4,10,-10,-10,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000915,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,8,-40,0,20,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000916,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,6,-20,10,10,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000917,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,2,0,-10,-10,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000918,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,8,-10,-40,0,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000919,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,4,40,40,20,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000920,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,8,10,-20,10,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000921,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,4,-40,20,-10,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000922,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,6,40,0,-20,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000923,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,2,-10,0,0,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000924,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,4,0,-20,20,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000925,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,8,20,20,0,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000926,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,2,-40,40,-20,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000927,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,6,10,-40,10,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000928,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,8,40,10,0,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000929,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,4,-10,-10,-20,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000930,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,6,0,-40,-10,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000931,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,2,-20,40,10,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000932,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,4,-40,20,10,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000933,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,8,10,-20,-20,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000934,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,2,-10,-10,0,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000935,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,6,20,10,20,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000936,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,2,10,-10,20,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000937,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,6,-40,10,-10,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000938,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,4,20,40,-20,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000939,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,8,0,-40,10,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000940,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,6,-10,-40,20,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000941,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,2,40,40,0,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000942,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,8,-40,0,-20,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000943,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,4,10,0,10,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000944,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,6,-10,40,0,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000945,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,2,20,-40,20,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000946,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,8,-40,-10,10,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000947,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,4,20,10,-10,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000948,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,2,0,10,-10,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000949,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,6,-20,-10,20,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000950,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,4,40,-20,0,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000951,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,8,-10,20,-20,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000952,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,4,-20,-40,-20,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000953,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,8,10,40,10,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000954,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,2,-20,20,20,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000955,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,6,40,-20,-10,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000956,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,8,20,0,-20,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000957,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,4,0,0,0,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000958,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,6,10,20,20,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000959,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,2,-40,-20,-10,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000960,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,6,10,-10,-20,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000961,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,2,-20,10,0,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000962,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,8,40,40,20,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000963,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,4,-20,-40,-10,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000964,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,2,0,-20,-10,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000965,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,6,20,20,10,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000966,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,4,-40,10,20,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000967,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,8,10,-10,0,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000968,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,4,20,10,-10,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000969,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,8,0,-10,10,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000970,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,2,20,-40,0,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000971,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,6,-40,40,-20,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000972,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,8,-20,40,-10,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000973,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,4,0,-40,20,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000974,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,6,-10,0,10,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000975,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,2,40,0,-20,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000976,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,8,-40,-40,20,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000977,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,4,10,40,0,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000978,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,6,0,10,-20,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000979,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,2,20,-10,10,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000980,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,4,40,-10,10,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000981,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,8,-10,10,-10,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000982,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,2,10,20,-20,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000983,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,6,-40,-20,0,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000984,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,2,-10,40,10,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000985,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,6,40,-40,-10,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000986,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,4,-20,-20,0,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000987,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,8,0,20,20,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000988,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,6,10,0,10,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000989,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,2,-40,0,-20,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000990,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,8,20,-20,-10,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000991,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,4,-10,20,20,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000992,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,2,-20,-10,20,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000993,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,6,10,10,0,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000994,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,4,-10,20,-20,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000995,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,8,40,-20,10,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000996,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,6,20,-40,20,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000997,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,2,0,40,-10,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000998,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,8,10,10,-20,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000999,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,4,-40,-10,0,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_001000,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,8,-10,0,10,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001001,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,4,40,0,-20,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001002,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,6,-40,-20,0,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001003,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,2,20,20,20,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_001004,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,4,0,40,0,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001005,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,8,-20,-40,-20,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_001006,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,2,40,-10,-10,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001007,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,6,-10,10,10,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001008,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,4,10,-20,-20,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_001009,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,8,-40,20,0,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001010,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,2,20,10,10,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001011,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,6,0,0,-10,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001012,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,8,-20,-10,-20,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001013,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,4,40,10,10,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001014,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,6,-20,40,20,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_001015,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,2,10,-40,-10,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001016,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,6,40,20,-10,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001017,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,2,-10,-20,20,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001018,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,8,0,0,0,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_001019,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,4,-20,0,-20,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001020,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,2,-40,20,0,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_001021,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,6,20,-20,20,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001022,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,4,-10,-40,10,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001023,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,8,20,40,-10,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001024,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,2,10,-20,0,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001025,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,6,-40,20,-20,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001026,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,4,20,0,-10,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_001027,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,8,0,0,20,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_001028,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,6,-10,-20,10,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
